"","Cov.Eff.Dist","Cov.Val.Dist","Structure"
"14086","Dist1","Dist6","Clementsian"
"14087","Dist1","Dist7","Random"
"14088","Dist1","Dist8","Nested"
"14089","Dist2","Dist1","Clementsian"
"14090","Dist2","Dist2","Clementsian"
"14091","Dist2","Dist3","Quasi-Clementsian"
"14092","Dist2","Dist4","Quasi-Clementsian"
"14093","Dist2","Dist5","Random"
"14094","Dist2","Dist6","Gleasonian"
"14095","Dist2","Dist7","Quasi-Clementsian"
"14096","Dist2","Dist8","Quasi-Nested"
"14097","Dist3","Dist1","Random"
"14098","Dist3","Dist2","Clementsian"
"14099","Dist3","Dist3","Quasi-Nested"
"14100","Dist3","Dist4","Quasi-Clementsian"
"14101","Dist3","Dist5","Random"
"14102","Dist3","Dist6","Clementsian"
"14103","Dist3","Dist7","Quasi-Nested"
"14104","Dist3","Dist8","Quasi-Nested"
"14105","Dist4","Dist1","Clementsian"
"14106","Dist4","Dist2","Clementsian"
"14107","Dist4","Dist3","Quasi-Nested"
"14108","Dist4","Dist4","Quasi-Nested"
"14109","Dist4","Dist5","Random"
"14110","Dist4","Dist6","Clementsian"
"14111","Dist4","Dist7","Quasi-Clementsian"
"14112","Dist4","Dist8","Quasi-Nested"
"14113","Dist1","Dist1","Random"
"14114","Dist1","Dist2","Clementsian"
"14115","Dist1","Dist3","Random"
"14116","Dist1","Dist4","Random"
"14117","Dist1","Dist5","Clementsian"
"14118","Dist1","Dist6","Gleasonian"
"14119","Dist1","Dist7","Quasi-Clementsian"
"14120","Dist1","Dist8","Nested"
"14121","Dist2","Dist1","Random"
"14122","Dist2","Dist2","Clementsian"
"14123","Dist2","Dist3","Quasi-Clementsian"
"14124","Dist2","Dist4","Random"
"14125","Dist2","Dist5","Random"
"14126","Dist2","Dist6","Clementsian"
"14127","Dist2","Dist7","Quasi-Clementsian"
"14128","Dist2","Dist8","Nested"
"14129","Dist3","Dist1","Random"
"14130","Dist3","Dist2","Gleasonian"
"14131","Dist3","Dist3","Clementsian"
"14132","Dist3","Dist4","Quasi-Nested"
"14133","Dist3","Dist5","Random"
"14134","Dist3","Dist6","Random"
"14135","Dist3","Dist7","Quasi-Nested"
"14136","Dist3","Dist8","Nested"
"14137","Dist4","Dist1","Gleasonian"
"14138","Dist4","Dist2","Clementsian"
"14139","Dist4","Dist3","Nested"
"14140","Dist4","Dist4","Quasi-Nested"
"14141","Dist4","Dist5","Random"
"14142","Dist4","Dist6","Clementsian"
"14143","Dist4","Dist7","Quasi-Nested"
"14144","Dist4","Dist8","Quasi-Nested"
"14145","Dist1","Dist1","Random"
"14146","Dist1","Dist2","Gleasonian"
"14147","Dist1","Dist3","Random"
"14148","Dist1","Dist4","Quasi-Nested"
"14149","Dist1","Dist5","Random"
"14150","Dist1","Dist6","Gleasonian"
"14151","Dist1","Dist7","Random"
"14152","Dist1","Dist8","Quasi-Nested"
"14153","Dist2","Dist1","Random"
"14154","Dist2","Dist2","Gleasonian"
"14155","Dist2","Dist3","Nested"
"14156","Dist2","Dist4","Random"
"14157","Dist2","Dist5","Random"
"14158","Dist2","Dist6","Gleasonian"
"14159","Dist2","Dist7","Quasi-Nested"
"14160","Dist2","Dist8","Nested"
"14161","Dist3","Dist1","Random"
"14162","Dist3","Dist2","Gleasonian"
"14163","Dist3","Dist3","Random"
"14164","Dist3","Dist4","Random"
"14165","Dist3","Dist5","Random"
"14166","Dist3","Dist6","Clementsian"
"14167","Dist3","Dist7","Clementsian"
"14168","Dist3","Dist8","Nested"
"14169","Dist4","Dist1","Gleasonian"
"14170","Dist4","Dist2","Clementsian"
"14171","Dist4","Dist3","Quasi-Nested"
"14172","Dist4","Dist4","Quasi-Clementsian"
"14173","Dist4","Dist5","Clementsian"
"14174","Dist4","Dist6","Clementsian"
"14175","Dist4","Dist7","Quasi-Nested"
"14176","Dist4","Dist8","Quasi-Nested"
"14177","Dist1","Dist1","Random"
"14178","Dist1","Dist2","Clementsian"
"14179","Dist1","Dist3","Random"
"14180","Dist1","Dist4","Quasi-Nested"
"14181","Dist1","Dist5","Random"
"14182","Dist1","Dist6","Gleasonian"
"14183","Dist1","Dist7","Quasi-Nested"
"14184","Dist1","Dist8","Quasi-Clementsian"
"14185","Dist2","Dist1","Random"
"14186","Dist2","Dist2","Clementsian"
"14187","Dist2","Dist3","Quasi-Nested"
"14188","Dist2","Dist4","Random"
"14189","Dist2","Dist5","Random"
"14190","Dist2","Dist6","Gleasonian"
"14191","Dist2","Dist7","Nested"
"14192","Dist2","Dist8","Nested"
"14193","Dist3","Dist1","Random"
"14194","Dist3","Dist2","Clementsian"
"14195","Dist3","Dist3","Quasi-Nested"
"14196","Dist3","Dist4","Quasi-Nested"
"14197","Dist3","Dist5","Random"
"14198","Dist3","Dist6","Gleasonian"
"14199","Dist3","Dist7","Random"
"14200","Dist3","Dist8","Nested"
"14201","Dist4","Dist1","Gleasonian"
"14202","Dist4","Dist2","Clementsian"
"14203","Dist4","Dist3","Nested"
"14204","Dist4","Dist4","Checkerboard"
"14205","Dist4","Dist5","Random"
"14206","Dist4","Dist6","Clementsian"
"14207","Dist4","Dist7","Nested"
"14208","Dist4","Dist8","Quasi-Nested"
"14209","Dist1","Dist1","Random"
"14210","Dist1","Dist2","Gleasonian"
"14211","Dist1","Dist3","Clementsian"
"14212","Dist1","Dist4","Quasi-Nested"
"14213","Dist1","Dist5","Random"
"14214","Dist1","Dist6","Clementsian"
"14215","Dist1","Dist7","Random"
"14216","Dist1","Dist8","Quasi-Nested"
"14217","Dist2","Dist1","Clementsian"
"14218","Dist2","Dist2","Clementsian"
"14219","Dist2","Dist3","Quasi-Clementsian"
"14220","Dist2","Dist4","Quasi-Nested"
"14221","Dist2","Dist5","Random"
"14222","Dist2","Dist6","Gleasonian"
"14223","Dist2","Dist7","Quasi-Nested"
"14224","Dist2","Dist8","Quasi-Nested"
"14225","Dist3","Dist1","Random"
"14226","Dist3","Dist2","Clementsian"
"14227","Dist3","Dist3","Quasi-Nested"
"14228","Dist3","Dist4","Quasi-Clementsian"
"14229","Dist3","Dist5","Random"
"14230","Dist3","Dist6","Quasi-Clementsian"
"14231","Dist3","Dist7","Random"
"14232","Dist3","Dist8","Quasi-Clementsian"
"14233","Dist4","Dist1","Clementsian"
"14234","Dist4","Dist2","Clementsian"
"14235","Dist4","Dist3","Nested"
"14236","Dist4","Dist4","Quasi-Nested"
"14237","Dist4","Dist5","Random"
"14238","Dist4","Dist6","Clementsian"
"14239","Dist4","Dist7","Quasi-Nested"
"14240","Dist4","Dist8","Random"
"14241","Dist1","Dist1","Random"
"14242","Dist1","Dist2","Gleasonian"
"14243","Dist1","Dist3","Quasi-Nested"
"14244","Dist1","Dist4","Random"
"14245","Dist1","Dist5","Random"
"14246","Dist1","Dist6","Clementsian"
"14247","Dist1","Dist7","Random"
"14248","Dist1","Dist8","Quasi-Nested"
"14249","Dist2","Dist1","Random"
"14250","Dist2","Dist2","Clementsian"
"14251","Dist2","Dist3","Quasi-Nested"
"14252","Dist2","Dist4","Random"
"14253","Dist2","Dist5","Random"
"14254","Dist2","Dist6","Gleasonian"
"14255","Dist2","Dist7","Quasi-Nested"
"14256","Dist2","Dist8","Random"
"14257","Dist3","Dist1","Random"
"14258","Dist3","Dist2","Gleasonian"
"14259","Dist3","Dist3","Nested"
"14260","Dist3","Dist4","Quasi-Nested"
"14261","Dist3","Dist5","Random"
"14262","Dist3","Dist6","Quasi-Gleasonian"
"14263","Dist3","Dist7","Nested"
"14264","Dist3","Dist8","Quasi-Clementsian"
"14265","Dist4","Dist1","Quasi-Gleasonian"
"14266","Dist4","Dist2","Clementsian"
"14267","Dist4","Dist3","Nested"
"14268","Dist4","Dist4","Random"
"14269","Dist4","Dist5","Clementsian"
"14270","Dist4","Dist6","Clementsian"
"14271","Dist4","Dist7","Quasi-Clementsian"
"14272","Dist4","Dist8","Random"
"14273","Dist1","Dist1","Random"
"14274","Dist1","Dist2","Gleasonian"
"14275","Dist1","Dist3","Random"
"14276","Dist1","Dist4","Quasi-Clementsian"
"14277","Dist1","Dist5","Random"
"14278","Dist1","Dist6","Random"
"14279","Dist1","Dist7","Random"
"14280","Dist1","Dist8","Nested"
"14281","Dist2","Dist1","Random"
"14282","Dist2","Dist2","Clementsian"
"14283","Dist2","Dist3","Quasi-Clementsian"
"14284","Dist2","Dist4","Quasi-Nested"
"14285","Dist2","Dist5","Clementsian"
"14286","Dist2","Dist6","Gleasonian"
"14287","Dist2","Dist7","Quasi-Nested"
"14288","Dist2","Dist8","Quasi-Nested"
"14289","Dist3","Dist1","Random"
"14290","Dist3","Dist2","Clementsian"
"14291","Dist3","Dist3","Quasi-Clementsian"
"14292","Dist3","Dist4","Quasi-Clementsian"
"14293","Dist3","Dist5","Random"
"14294","Dist3","Dist6","Clementsian"
"14295","Dist3","Dist7","Nested"
"14296","Dist3","Dist8","Quasi-Clementsian"
"14297","Dist4","Dist1","Gleasonian"
"14298","Dist4","Dist2","Clementsian"
"14299","Dist4","Dist3","Quasi-Clementsian"
"14300","Dist4","Dist4","Random"
"14301","Dist4","Dist5","Gleasonian"
"14302","Dist4","Dist6","Clementsian"
"14303","Dist4","Dist7","Quasi-Nested"
"14304","Dist4","Dist8","Quasi-Nested"
"14305","Dist1","Dist1","Random"
"14306","Dist1","Dist2","Quasi-Clementsian"
"14307","Dist1","Dist3","Random"
"14308","Dist1","Dist4","Quasi-Nested"
"14309","Dist1","Dist5","Random"
"14310","Dist1","Dist6","Clementsian"
"14311","Dist1","Dist7","Quasi-Nested"
"14312","Dist1","Dist8","Quasi-Nested"
"14313","Dist2","Dist1","Random"
"14314","Dist2","Dist2","Gleasonian"
"14315","Dist2","Dist3","Quasi-Clementsian"
"14316","Dist2","Dist4","Quasi-Nested"
"14317","Dist2","Dist5","Random"
"14318","Dist2","Dist6","Clementsian"
"14319","Dist2","Dist7","Quasi-Clementsian"
"14320","Dist2","Dist8","Nested"
"14321","Dist3","Dist1","Random"
"14322","Dist3","Dist2","Clementsian"
"14323","Dist3","Dist3","Quasi-Nested"
"14324","Dist3","Dist4","Clementsian"
"14325","Dist3","Dist5","Random"
"14326","Dist3","Dist6","Random"
"14327","Dist3","Dist7","Quasi-Nested"
"14328","Dist3","Dist8","Quasi-Nested"
"14329","Dist4","Dist1","Clementsian"
"14330","Dist4","Dist2","Clementsian"
"14331","Dist4","Dist3","Nested"
"14332","Dist4","Dist4","Quasi-Nested"
"14333","Dist4","Dist5","Quasi-Clementsian"
"14334","Dist4","Dist6","Clementsian"
"14335","Dist4","Dist7","Nested"
"14336","Dist4","Dist8","Quasi-Nested"
"14337","Dist1","Dist1","Random"
"14338","Dist1","Dist2","Gleasonian"
"14339","Dist1","Dist3","Random"
"14340","Dist1","Dist4","Quasi-Nested"
"14341","Dist1","Dist5","Random"
"14342","Dist1","Dist6","Random"
"14343","Dist1","Dist7","Quasi-Nested"
"14344","Dist1","Dist8","Quasi-Clementsian"
"14345","Dist2","Dist1","Random"
"14346","Dist2","Dist2","Gleasonian"
"14347","Dist2","Dist3","Quasi-Nested"
"14348","Dist2","Dist4","Quasi-Nested"
"14349","Dist2","Dist5","Random"
"14350","Dist2","Dist6","Clementsian"
"14351","Dist2","Dist7","Random"
"14352","Dist2","Dist8","Nested"
"14353","Dist3","Dist1","Random"
"14354","Dist3","Dist2","Gleasonian"
"14355","Dist3","Dist3","Quasi-Nested"
"14356","Dist3","Dist4","Random"
"14357","Dist3","Dist5","Random"
"14358","Dist3","Dist6","Gleasonian"
"14359","Dist3","Dist7","Clementsian"
"14360","Dist3","Dist8","Quasi-Nested"
"14361","Dist4","Dist1","Gleasonian"
"14362","Dist4","Dist2","Clementsian"
"14363","Dist4","Dist3","Nested"
"14364","Dist4","Dist4","Random"
"14365","Dist4","Dist5","Quasi-Clementsian"
"14366","Dist4","Dist6","Clementsian"
"14367","Dist4","Dist7","Quasi-Clementsian"
"14368","Dist4","Dist8","Quasi-Nested"
"14369","Dist1","Dist1","Random"
"14370","Dist1","Dist2","Gleasonian"
"14371","Dist1","Dist3","Quasi-Nested"
"14372","Dist1","Dist4","Random"
"14373","Dist1","Dist5","Random"
"14374","Dist1","Dist6","Random"
"14375","Dist1","Dist7","Random"
"14376","Dist1","Dist8","Nested"
"14377","Dist2","Dist1","Random"
"14378","Dist2","Dist2","Clementsian"
"14379","Dist2","Dist3","Quasi-Nested"
"14380","Dist2","Dist4","Quasi-Nested"
"14381","Dist2","Dist5","Random"
"14382","Dist2","Dist6","Gleasonian"
"14383","Dist2","Dist7","Nested"
"14384","Dist2","Dist8","Quasi-Nested"
"14385","Dist3","Dist1","Random"
"14386","Dist3","Dist2","Gleasonian"
"14387","Dist3","Dist3","Random"
"14388","Dist3","Dist4","Nested"
"14389","Dist3","Dist5","Random"
"14390","Dist3","Dist6","Random"
"14391","Dist3","Dist7","Random"
"14392","Dist3","Dist8","Quasi-Nested"
"14393","Dist4","Dist1","Gleasonian"
"14394","Dist4","Dist2","Clementsian"
"14395","Dist4","Dist3","Quasi-Nested"
"14396","Dist4","Dist4","Random"
"14397","Dist4","Dist5","Random"
"14398","Dist4","Dist6","Clementsian"
"14399","Dist4","Dist7","Quasi-Nested"
"14400","Dist4","Dist8","Quasi-Nested"
"14401","Dist1","Dist1","Random"
"14402","Dist1","Dist2","Gleasonian"
"14403","Dist1","Dist3","Nested"
"14404","Dist1","Dist4","Random"
"14405","Dist1","Dist5","Random"
"14406","Dist1","Dist6","Random"
"14407","Dist1","Dist7","Random"
"14408","Dist1","Dist8","Random"
"14409","Dist2","Dist1","Random"
"14410","Dist2","Dist2","Clementsian"
"14411","Dist2","Dist3","Quasi-Nested"
"14412","Dist2","Dist4","Quasi-Nested"
"14413","Dist2","Dist5","Random"
"14414","Dist2","Dist6","Clementsian"
"14415","Dist2","Dist7","Quasi-Nested"
"14416","Dist2","Dist8","Quasi-Nested"
"14417","Dist3","Dist1","Random"
"14418","Dist3","Dist2","Gleasonian"
"14419","Dist3","Dist3","Random"
"14420","Dist3","Dist4","Quasi-Nested"
"14421","Dist3","Dist5","Random"
"14422","Dist3","Dist6","Quasi-Clementsian"
"14423","Dist3","Dist7","Random"
"14424","Dist3","Dist8","Nested"
"14425","Dist4","Dist1","Clementsian"
"14426","Dist4","Dist2","Clementsian"
"14427","Dist4","Dist3","Nested"
"14428","Dist4","Dist4","Quasi-Clementsian"
"14429","Dist4","Dist5","Gleasonian"
"14430","Dist4","Dist6","Clementsian"
"14431","Dist4","Dist7","Quasi-Nested"
"14432","Dist4","Dist8","Nested"
"14433","Dist1","Dist1","Random"
"14434","Dist1","Dist2","Gleasonian"
"14435","Dist1","Dist3","Quasi-Clementsian"
"14436","Dist1","Dist4","Quasi-Nested"
"14437","Dist1","Dist5","Random"
"14438","Dist1","Dist6","Random"
"14439","Dist1","Dist7","Quasi-Nested"
"14440","Dist1","Dist8","Quasi-Nested"
"14441","Dist2","Dist1","Clementsian"
"14442","Dist2","Dist2","Clementsian"
"14443","Dist2","Dist3","Random"
"14444","Dist2","Dist4","Quasi-Nested"
"14445","Dist2","Dist5","Random"
"14446","Dist2","Dist6","Clementsian"
"14447","Dist2","Dist7","Random"
"14448","Dist2","Dist8","Nested"
"14449","Dist3","Dist1","Random"
"14450","Dist3","Dist2","Gleasonian"
"14451","Dist3","Dist3","Quasi-Clementsian"
"14452","Dist3","Dist4","Quasi-Clementsian"
"14453","Dist3","Dist5","Random"
"14454","Dist3","Dist6","Gleasonian"
"14455","Dist3","Dist7","Quasi-Clementsian"
"14456","Dist3","Dist8","Quasi-Clementsian"
"14457","Dist4","Dist1","Clementsian"
"14458","Dist4","Dist2","Clementsian"
"14459","Dist4","Dist3","Quasi-Nested"
"14460","Dist4","Dist4","Random"
"14461","Dist4","Dist5","Clementsian"
"14462","Dist4","Dist6","Gleasonian"
"14463","Dist4","Dist7","Quasi-Nested"
"14464","Dist4","Dist8","Quasi-Nested"
"14465","Dist1","Dist1","Random"
"14466","Dist1","Dist2","EvenSpaced"
"14467","Dist1","Dist3","Quasi-Nested"
"14468","Dist1","Dist4","Quasi-Clementsian"
"14469","Dist1","Dist5","Random"
"14470","Dist1","Dist6","Clementsian"
"14471","Dist1","Dist7","Random"
"14472","Dist1","Dist8","Quasi-Nested"
"14473","Dist2","Dist1","Random"
"14474","Dist2","Dist2","Clementsian"
"14475","Dist2","Dist3","Nested"
"14476","Dist2","Dist4","Random"
"14477","Dist2","Dist5","Random"
"14478","Dist2","Dist6","Gleasonian"
"14479","Dist2","Dist7","Quasi-Nested"
"14480","Dist2","Dist8","Quasi-Nested"
"14481","Dist3","Dist1","Random"
"14482","Dist3","Dist2","Clementsian"
"14483","Dist3","Dist3","Quasi-Nested"
"14484","Dist3","Dist4","Random"
"14485","Dist3","Dist5","Random"
"14486","Dist3","Dist6","Gleasonian"
"14487","Dist3","Dist7","Random"
"14488","Dist3","Dist8","Quasi-Nested"
"14489","Dist4","Dist1","Clementsian"
"14490","Dist4","Dist2","Clementsian"
"14491","Dist4","Dist3","Quasi-Nested"
"14492","Dist4","Dist4","Quasi-Clementsian"
"14493","Dist4","Dist5","Random"
"14494","Dist4","Dist6","Clementsian"
"14495","Dist4","Dist7","Quasi-Clementsian"
"14496","Dist4","Dist8","Quasi-Nested"
"14497","Dist1","Dist1","Random"
"14498","Dist1","Dist2","Clementsian"
"14499","Dist1","Dist3","Random"
"14500","Dist1","Dist4","Quasi-Nested"
"14501","Dist1","Dist5","Random"
"14502","Dist1","Dist6","Random"
"14503","Dist1","Dist7","Random"
"14504","Dist1","Dist8","Quasi-Nested"
"14505","Dist2","Dist1","Random"
"14506","Dist2","Dist2","Clementsian"
"14507","Dist2","Dist3","Random"
"14508","Dist2","Dist4","Quasi-Clementsian"
"14509","Dist2","Dist5","Random"
"14510","Dist2","Dist6","Clementsian"
"14511","Dist2","Dist7","Quasi-Clementsian"
"14512","Dist2","Dist8","Nested"
"14513","Dist3","Dist1","Random"
"14514","Dist3","Dist2","Clementsian"
"14515","Dist3","Dist3","Random"
"14516","Dist3","Dist4","Nested"
"14517","Dist3","Dist5","Random"
"14518","Dist3","Dist6","Gleasonian"
"14519","Dist3","Dist7","Random"
"14520","Dist3","Dist8","Quasi-Nested"
"14521","Dist4","Dist1","Gleasonian"
"14522","Dist4","Dist2","Clementsian"
"14523","Dist4","Dist3","Quasi-Nested"
"14524","Dist4","Dist4","Quasi-Nested"
"14525","Dist4","Dist5","Random"
"14526","Dist4","Dist6","Clementsian"
"14527","Dist4","Dist7","Quasi-Nested"
"14528","Dist4","Dist8","Nested"
"14529","Dist1","Dist1","Random"
"14530","Dist1","Dist2","Gleasonian"
"14531","Dist1","Dist3","Quasi-Nested"
"14532","Dist1","Dist4","Quasi-Clementsian"
"14533","Dist1","Dist5","Random"
"14534","Dist1","Dist6","Random"
"14535","Dist1","Dist7","Quasi-Clementsian"
"14536","Dist1","Dist8","Nested"
"14537","Dist2","Dist1","Random"
"14538","Dist2","Dist2","Gleasonian"
"14539","Dist2","Dist3","Quasi-Nested"
"14540","Dist2","Dist4","Quasi-Nested"
"14541","Dist2","Dist5","Random"
"14542","Dist2","Dist6","Clementsian"
"14543","Dist2","Dist7","Quasi-Nested"
"14544","Dist2","Dist8","Nested"
"14545","Dist3","Dist1","Random"
"14546","Dist3","Dist2","Clementsian"
"14547","Dist3","Dist3","Quasi-Clementsian"
"14548","Dist3","Dist4","Quasi-Clementsian"
"14549","Dist3","Dist5","Random"
"14550","Dist3","Dist6","Random"
"14551","Dist3","Dist7","Random"
"14552","Dist3","Dist8","Quasi-Nested"
"14553","Dist4","Dist1","Clementsian"
"14554","Dist4","Dist2","Clementsian"
"14555","Dist4","Dist3","Quasi-Nested"
"14556","Dist4","Dist4","Quasi-Clementsian"
"14557","Dist4","Dist5","Random"
"14558","Dist4","Dist6","Clementsian"
"14559","Dist4","Dist7","Nested"
"14560","Dist4","Dist8","Nested"
"14561","Dist1","Dist1","Clementsian"
"14562","Dist1","Dist2","Gleasonian"
"14563","Dist1","Dist3","Quasi-Nested"
"14564","Dist1","Dist4","Quasi-Clementsian"
"14565","Dist1","Dist5","Random"
"14566","Dist1","Dist6","Gleasonian"
"14567","Dist1","Dist7","Random"
"14568","Dist1","Dist8","Quasi-Nested"
"14569","Dist2","Dist1","Clementsian"
"14570","Dist2","Dist2","Clementsian"
"14571","Dist2","Dist3","Quasi-Clementsian"
"14572","Dist2","Dist4","Random"
"14573","Dist2","Dist5","Random"
"14574","Dist2","Dist6","Gleasonian"
"14575","Dist2","Dist7","Quasi-Clementsian"
"14576","Dist2","Dist8","Quasi-Nested"
"14577","Dist3","Dist1","Random"
"14578","Dist3","Dist2","Gleasonian"
"14579","Dist3","Dist3","Random"
"14580","Dist3","Dist4","Quasi-Nested"
"14581","Dist3","Dist5","Random"
"14582","Dist3","Dist6","Gleasonian"
"14583","Dist3","Dist7","Random"
"14584","Dist3","Dist8","Nested"
"14585","Dist4","Dist1","Random"
"14586","Dist4","Dist2","Clementsian"
"14587","Dist4","Dist3","Quasi-Clementsian"
"14588","Dist4","Dist4","Quasi-Nested"
"14589","Dist4","Dist5","Random"
"14590","Dist4","Dist6","Clementsian"
"14591","Dist4","Dist7","Nested"
"14592","Dist4","Dist8","Quasi-Nested"
"14593","Dist1","Dist1","Random"
"14594","Dist1","Dist2","Clementsian"
"14595","Dist1","Dist3","Quasi-Nested"
"14596","Dist1","Dist4","Quasi-Clementsian"
"14597","Dist1","Dist5","Random"
"14598","Dist1","Dist6","Random"
"14599","Dist1","Dist7","Quasi-Nested"
"14600","Dist1","Dist8","Quasi-Nested"
"14601","Dist2","Dist1","Quasi-Clementsian"
"14602","Dist2","Dist2","Clementsian"
"14603","Dist2","Dist3","Nested"
"14604","Dist2","Dist4","Random"
"14605","Dist2","Dist5","Random"
"14606","Dist2","Dist6","EvenSpaced"
"14607","Dist2","Dist7","Random"
"14608","Dist2","Dist8","Quasi-Nested"
"14609","Dist3","Dist1","Random"
"14610","Dist3","Dist2","Clementsian"
"14611","Dist3","Dist3","Random"
"14612","Dist3","Dist4","Random"
"14613","Dist3","Dist5","Random"
"14614","Dist3","Dist6","Gleasonian"
"14615","Dist3","Dist7","Quasi-Nested"
"14616","Dist3","Dist8","Quasi-Nested"
"14617","Dist4","Dist1","Clementsian"
"14618","Dist4","Dist2","Clementsian"
"14619","Dist4","Dist3","Nested"
"14620","Dist4","Dist4","Quasi-Nested"
"14621","Dist4","Dist5","Clementsian"
"14622","Dist4","Dist6","Clementsian"
"14623","Dist4","Dist7","Nested"
"14624","Dist4","Dist8","Quasi-Nested"
"14625","Dist1","Dist1","Random"
"14626","Dist1","Dist2","Gleasonian"
"14627","Dist1","Dist3","Random"
"14628","Dist1","Dist4","Random"
"14629","Dist1","Dist5","Random"
"14630","Dist1","Dist6","Gleasonian"
"14631","Dist1","Dist7","Random"
"14632","Dist1","Dist8","Quasi-Clementsian"
"14633","Dist2","Dist1","Clementsian"
"14634","Dist2","Dist2","Clementsian"
"14635","Dist2","Dist3","Random"
"14636","Dist2","Dist4","Quasi-Nested"
"14637","Dist2","Dist5","Random"
"14638","Dist2","Dist6","Clementsian"
"14639","Dist2","Dist7","Quasi-Nested"
"14640","Dist2","Dist8","Quasi-Nested"
"14641","Dist3","Dist1","Random"
"14642","Dist3","Dist2","Clementsian"
"14643","Dist3","Dist3","Quasi-Nested"
"14644","Dist3","Dist4","Random"
"14645","Dist3","Dist5","Random"
"14646","Dist3","Dist6","Clementsian"
"14647","Dist3","Dist7","Quasi-Clementsian"
"14648","Dist3","Dist8","Quasi-Nested"
"14649","Dist4","Dist1","Clementsian"
"14650","Dist4","Dist2","Clementsian"
"14651","Dist4","Dist3","Clementsian"
"14652","Dist4","Dist4","Quasi-Nested"
"14653","Dist4","Dist5","Clementsian"
"14654","Dist4","Dist6","Clementsian"
"14655","Dist4","Dist7","Quasi-Nested"
"14656","Dist4","Dist8","Quasi-Nested"
"14657","Dist1","Dist1","Random"
"14658","Dist1","Dist2","Clementsian"
"14659","Dist1","Dist3","Clementsian"
"14660","Dist1","Dist4","Random"
"14661","Dist1","Dist5","Random"
"14662","Dist1","Dist6","Clementsian"
"14663","Dist1","Dist7","Random"
"14664","Dist1","Dist8","Quasi-Nested"
"14665","Dist2","Dist1","Random"
"14666","Dist2","Dist2","Clementsian"
"14667","Dist2","Dist3","Quasi-Clementsian"
"14668","Dist2","Dist4","Random"
"14669","Dist2","Dist5","Random"
"14670","Dist2","Dist6","Clementsian"
"14671","Dist2","Dist7","Quasi-Clementsian"
"14672","Dist2","Dist8","Quasi-Nested"
"14673","Dist3","Dist1","Random"
"14674","Dist3","Dist2","Clementsian"
"14675","Dist3","Dist3","Random"
"14676","Dist3","Dist4","Random"
"14677","Dist3","Dist5","Random"
"14678","Dist3","Dist6","Random"
"14679","Dist3","Dist7","Quasi-Nested"
"14680","Dist3","Dist8","Nested"
"14681","Dist4","Dist1","Clementsian"
"14682","Dist4","Dist2","Clementsian"
"14683","Dist4","Dist3","Quasi-Nested"
"14684","Dist4","Dist4","Nested"
"14685","Dist4","Dist5","Random"
"14686","Dist4","Dist6","Clementsian"
"14687","Dist4","Dist7","Quasi-Nested"
"14688","Dist4","Dist8","Quasi-Nested"
"14689","Dist1","Dist1","Random"
"14690","Dist1","Dist2","Gleasonian"
"14691","Dist1","Dist3","Quasi-Nested"
"14692","Dist1","Dist4","Quasi-Nested"
"14693","Dist1","Dist5","Random"
"14694","Dist1","Dist6","Quasi-Clementsian"
"14695","Dist1","Dist7","Random"
"14696","Dist1","Dist8","Quasi-Clementsian"
"14697","Dist2","Dist1","Random"
"14698","Dist2","Dist2","Clementsian"
"14699","Dist2","Dist3","Quasi-Nested"
"14700","Dist2","Dist4","Quasi-Clementsian"
"14701","Dist2","Dist5","Random"
"14702","Dist2","Dist6","Clementsian"
"14703","Dist2","Dist7","Nested"
"14704","Dist2","Dist8","Nested"
"14705","Dist3","Dist1","Random"
"14706","Dist3","Dist2","Clementsian"
"14707","Dist3","Dist3","Random"
"14708","Dist3","Dist4","Quasi-Clementsian"
"14709","Dist3","Dist5","Clementsian"
"14710","Dist3","Dist6","Gleasonian"
"14711","Dist3","Dist7","Random"
"14712","Dist3","Dist8","Quasi-Nested"
"14713","Dist4","Dist1","Gleasonian"
"14714","Dist4","Dist2","Clementsian"
"14715","Dist4","Dist3","Quasi-Nested"
"14716","Dist4","Dist4","Random"
"14717","Dist4","Dist5","Random"
"14718","Dist4","Dist6","Clementsian"
"14719","Dist4","Dist7","Quasi-Nested"
"14720","Dist4","Dist8","Quasi-Clementsian"
"14721","Dist1","Dist1","Random"
"14722","Dist1","Dist2","Clementsian"
"14723","Dist1","Dist3","Quasi-Clementsian"
"14724","Dist1","Dist4","Quasi-Clementsian"
"14725","Dist1","Dist5","Random"
"14726","Dist1","Dist6","Clementsian"
"14727","Dist1","Dist7","Random"
"14728","Dist1","Dist8","Quasi-Nested"
"14729","Dist2","Dist1","Clementsian"
"14730","Dist2","Dist2","Gleasonian"
"14731","Dist2","Dist3","Nested"
"14732","Dist2","Dist4","Quasi-Nested"
"14733","Dist2","Dist5","Random"
"14734","Dist2","Dist6","Gleasonian"
"14735","Dist2","Dist7","Quasi-Nested"
"14736","Dist2","Dist8","Random"
"14737","Dist3","Dist1","Random"
"14738","Dist3","Dist2","Clementsian"
"14739","Dist3","Dist3","Random"
"14740","Dist3","Dist4","Quasi-Nested"
"14741","Dist3","Dist5","Random"
"14742","Dist3","Dist6","Random"
"14743","Dist3","Dist7","Random"
"14744","Dist3","Dist8","Quasi-Nested"
"14745","Dist4","Dist1","Clementsian"
"14746","Dist4","Dist2","Clementsian"
"14747","Dist4","Dist3","Nested"
