"","Cov.Eff.Dist","Cov.Val.Dist","Structure"
"2567","Dist1","Dist7","Random"
"2568","Dist1","Dist8","Nested"
"2569","Dist2","Dist1","Random"
"2570","Dist2","Dist2","Gleasonian"
"2571","Dist2","Dist3","Quasi-Nested"
"2572","Dist2","Dist4","Quasi-Nested"
"2573","Dist2","Dist5","Random"
"2574","Dist2","Dist6","Clementsian"
"2575","Dist2","Dist7","Quasi-Clementsian"
"2576","Dist2","Dist8","Quasi-Nested"
"2577","Dist3","Dist1","Random"
"2578","Dist3","Dist2","Gleasonian"
"2579","Dist3","Dist3","Nested"
"2580","Dist3","Dist4","Random"
"2581","Dist3","Dist5","Random"
"2582","Dist3","Dist6","Gleasonian"
"2583","Dist3","Dist7","Random"
"2584","Dist3","Dist8","Quasi-Nested"
"2585","Dist4","Dist1","Gleasonian"
"2586","Dist4","Dist2","Clementsian"
"2587","Dist4","Dist3","Quasi-Nested"
"2588","Dist4","Dist4","Random"
"2589","Dist4","Dist5","Gleasonian"
"2590","Dist4","Dist6","Clementsian"
"2591","Dist4","Dist7","Quasi-Nested"
"2592","Dist4","Dist8","Quasi-Nested"
"2593","Dist1","Dist1","Random"
"2594","Dist1","Dist2","Gleasonian"
"2595","Dist1","Dist3","Random"
"2596","Dist1","Dist4","Quasi-Nested"
"2597","Dist1","Dist5","Random"
"2598","Dist1","Dist6","Clementsian"
"2599","Dist1","Dist7","Random"
"2600","Dist1","Dist8","Quasi-Nested"
"2601","Dist2","Dist1","Random"
"2602","Dist2","Dist2","Clementsian"
"2603","Dist2","Dist3","Quasi-Gleasonian"
"2604","Dist2","Dist4","Quasi-Nested"
"2605","Dist2","Dist5","Random"
"2606","Dist2","Dist6","Gleasonian"
"2607","Dist2","Dist7","Quasi-Nested"
"2608","Dist2","Dist8","Random"
"2609","Dist3","Dist1","Random"
"2610","Dist3","Dist2","Clementsian"
"2611","Dist3","Dist3","Random"
"2612","Dist3","Dist4","Quasi-Clementsian"
"2613","Dist3","Dist5","Random"
"2614","Dist3","Dist6","Clementsian"
"2615","Dist3","Dist7","Quasi-Nested"
"2616","Dist3","Dist8","Quasi-Nested"
"2617","Dist4","Dist1","Clementsian"
"2618","Dist4","Dist2","Clementsian"
"2619","Dist4","Dist3","Quasi-Nested"
"2620","Dist4","Dist4","Quasi-Nested"
"2621","Dist4","Dist5","Random"
"2622","Dist4","Dist6","Clementsian"
"2623","Dist4","Dist7","Quasi-Clementsian"
"2624","Dist4","Dist8","Quasi-Nested"
"2625","Dist1","Dist1","Random"
"2626","Dist1","Dist2","Clementsian"
"2627","Dist1","Dist3","Quasi-Nested"
"2628","Dist1","Dist4","Quasi-Nested"
"2629","Dist1","Dist5","Random"
"2630","Dist1","Dist6","Quasi-Clementsian"
"2631","Dist1","Dist7","Random"
"2632","Dist1","Dist8","Quasi-Nested"
"2633","Dist2","Dist1","Random"
"2634","Dist2","Dist2","Clementsian"
"2635","Dist2","Dist3","Quasi-Nested"
"2636","Dist2","Dist4","Random"
"2637","Dist2","Dist5","Random"
"2638","Dist2","Dist6","Gleasonian"
"2639","Dist2","Dist7","Quasi-Nested"
"2640","Dist2","Dist8","Quasi-Nested"
"2641","Dist3","Dist1","Random"
"2642","Dist3","Dist2","Gleasonian"
"2643","Dist3","Dist3","Quasi-Clementsian"
"2644","Dist3","Dist4","Quasi-Clementsian"
"2645","Dist3","Dist5","Random"
"2646","Dist3","Dist6","Quasi-Clementsian"
"2647","Dist3","Dist7","Quasi-Nested"
"2648","Dist3","Dist8","Quasi-Nested"
"2649","Dist4","Dist1","Gleasonian"
"2650","Dist4","Dist2","Clementsian"
"2651","Dist4","Dist3","Nested"
"2652","Dist4","Dist4","Random"
"2653","Dist4","Dist5","Random"
"2654","Dist4","Dist6","Clementsian"
"2655","Dist4","Dist7","Quasi-Nested"
"2656","Dist4","Dist8","Random"
"2657","Dist1","Dist1","Random"
"2658","Dist1","Dist2","Quasi-Clementsian"
"2659","Dist1","Dist3","Quasi-Nested"
"2660","Dist1","Dist4","Quasi-Nested"
"2661","Dist1","Dist5","Random"
"2662","Dist1","Dist6","Checkerboard"
"2663","Dist1","Dist7","Random"
"2664","Dist1","Dist8","Quasi-Clementsian"
"2665","Dist2","Dist1","Clementsian"
"2666","Dist2","Dist2","Clementsian"
"2667","Dist2","Dist3","Quasi-Clementsian"
"2668","Dist2","Dist4","Quasi-Nested"
"2669","Dist2","Dist5","Random"
"2670","Dist2","Dist6","Clementsian"
"2671","Dist2","Dist7","Quasi-Clementsian"
"2672","Dist2","Dist8","Quasi-Nested"
"2673","Dist3","Dist1","Random"
"2674","Dist3","Dist2","Gleasonian"
"2675","Dist3","Dist3","Quasi-Gleasonian"
"2676","Dist3","Dist4","Quasi-Nested"
"2677","Dist3","Dist5","Checkerboard"
"2678","Dist3","Dist6","Gleasonian"
"2679","Dist3","Dist7","Clementsian"
"2680","Dist3","Dist8","Nested"
"2681","Dist4","Dist1","Gleasonian"
"2682","Dist4","Dist2","Clementsian"
"2683","Dist4","Dist3","Clementsian"
"2684","Dist4","Dist4","Quasi-Nested"
"2685","Dist4","Dist5","Random"
"2686","Dist4","Dist6","Clementsian"
"2687","Dist4","Dist7","Quasi-Nested"
"2688","Dist4","Dist8","Quasi-Nested"
"2689","Dist1","Dist1","Random"
"2690","Dist1","Dist2","Gleasonian"
"2691","Dist1","Dist3","Random"
"2692","Dist1","Dist4","Quasi-Nested"
"2693","Dist1","Dist5","Random"
"2694","Dist1","Dist6","Random"
"2695","Dist1","Dist7","Random"
"2696","Dist1","Dist8","Quasi-Nested"
"2697","Dist2","Dist1","Random"
"2698","Dist2","Dist2","Clementsian"
"2699","Dist2","Dist3","Quasi-Nested"
"2700","Dist2","Dist4","Random"
"2701","Dist2","Dist5","Random"
"2702","Dist2","Dist6","Clementsian"
"2703","Dist2","Dist7","Quasi-Nested"
"2704","Dist2","Dist8","Quasi-Nested"
"2705","Dist3","Dist1","Random"
"2706","Dist3","Dist2","Clementsian"
"2707","Dist3","Dist3","Random"
"2708","Dist3","Dist4","Quasi-Nested"
"2709","Dist3","Dist5","Random"
"2710","Dist3","Dist6","Random"
"2711","Dist3","Dist7","Quasi-Gleasonian"
"2712","Dist3","Dist8","Nested"
"2713","Dist4","Dist1","Clementsian"
"2714","Dist4","Dist2","Clementsian"
"2715","Dist4","Dist3","Quasi-Nested"
"2716","Dist4","Dist4","Quasi-Clementsian"
"2717","Dist4","Dist5","Clementsian"
"2718","Dist4","Dist6","Clementsian"
"2719","Dist4","Dist7","Quasi-Nested"
"2720","Dist4","Dist8","Quasi-Nested"
"2721","Dist1","Dist1","Random"
"2722","Dist1","Dist2","Gleasonian"
"2723","Dist1","Dist3","Random"
"2724","Dist1","Dist4","Quasi-Nested"
"2725","Dist1","Dist5","Random"
"2726","Dist1","Dist6","Clementsian"
"2727","Dist1","Dist7","Quasi-Nested"
"2728","Dist1","Dist8","Nested"
"2729","Dist2","Dist1","Random"
"2730","Dist2","Dist2","Gleasonian"
"2731","Dist2","Dist3","Quasi-Nested"
"2732","Dist2","Dist4","Random"
"2733","Dist2","Dist5","Random"
"2734","Dist2","Dist6","Clementsian"
"2735","Dist2","Dist7","Quasi-Nested"
"2736","Dist2","Dist8","Quasi-Nested"
"2737","Dist3","Dist1","Random"
"2738","Dist3","Dist2","Quasi-Clementsian"
"2739","Dist3","Dist3","Random"
"2740","Dist3","Dist4","Quasi-Nested"
"2741","Dist3","Dist5","Random"
"2742","Dist3","Dist6","Gleasonian"
"2743","Dist3","Dist7","Random"
"2744","Dist3","Dist8","Quasi-Nested"
"2745","Dist4","Dist1","Clementsian"
"2746","Dist4","Dist2","Clementsian"
"2747","Dist4","Dist3","Quasi-Nested"
"2748","Dist4","Dist4","Random"
"2749","Dist4","Dist5","Random"
"2750","Dist4","Dist6","Clementsian"
"2751","Dist4","Dist7","Quasi-Nested"
"2752","Dist4","Dist8","Quasi-Nested"
"2753","Dist1","Dist1","Random"
"2754","Dist1","Dist2","Clementsian"
"2755","Dist1","Dist3","Random"
"2756","Dist1","Dist4","Random"
"2757","Dist1","Dist5","Random"
"2758","Dist1","Dist6","Clementsian"
"2759","Dist1","Dist7","Random"
"2760","Dist1","Dist8","Quasi-Nested"
"2761","Dist2","Dist1","Random"
"2762","Dist2","Dist2","Clementsian"
"2763","Dist2","Dist3","Quasi-Nested"
"2764","Dist2","Dist4","Random"
"2765","Dist2","Dist5","Random"
"2766","Dist2","Dist6","Clementsian"
"2767","Dist2","Dist7","Random"
"2768","Dist2","Dist8","Nested"
"2769","Dist3","Dist1","Random"
"2770","Dist3","Dist2","EvenSpaced"
"2771","Dist3","Dist3","Nested"
"2772","Dist3","Dist4","Quasi-Nested"
"2773","Dist3","Dist5","Random"
"2774","Dist3","Dist6","Gleasonian"
"2775","Dist3","Dist7","Random"
"2776","Dist3","Dist8","Nested"
"2777","Dist4","Dist1","Clementsian"
"2778","Dist4","Dist2","Clementsian"
"2779","Dist4","Dist3","Clementsian"
"2780","Dist4","Dist4","Quasi-Nested"
"2781","Dist4","Dist5","Clementsian"
"2782","Dist4","Dist6","Clementsian"
"2783","Dist4","Dist7","Quasi-Nested"
"2784","Dist4","Dist8","Quasi-Nested"
"2785","Dist1","Dist1","Clementsian"
"2786","Dist1","Dist2","Clementsian"
"2787","Dist1","Dist3","Random"
"2788","Dist1","Dist4","Random"
"2789","Dist1","Dist5","Random"
"2790","Dist1","Dist6","Random"
"2791","Dist1","Dist7","Clementsian"
"2792","Dist1","Dist8","Quasi-Clementsian"
"2793","Dist2","Dist1","Random"
"2794","Dist2","Dist2","Gleasonian"
"2795","Dist2","Dist3","Quasi-Clementsian"
"2796","Dist2","Dist4","Quasi-Nested"
"2797","Dist2","Dist5","Clementsian"
"2798","Dist2","Dist6","Gleasonian"
"2799","Dist2","Dist7","Quasi-Clementsian"
"2800","Dist2","Dist8","Nested"
"2801","Dist3","Dist1","Random"
"2802","Dist3","Dist2","Gleasonian"
"2803","Dist3","Dist3","Random"
"2804","Dist3","Dist4","Random"
"2805","Dist3","Dist5","Random"
"2806","Dist3","Dist6","Clementsian"
"2807","Dist3","Dist7","Random"
"2808","Dist3","Dist8","Nested"
"2809","Dist4","Dist1","Clementsian"
"2810","Dist4","Dist2","Clementsian"
"2811","Dist4","Dist3","Quasi-Nested"
"2812","Dist4","Dist4","Random"
"2813","Dist4","Dist5","Clementsian"
"2814","Dist4","Dist6","Clementsian"
"2815","Dist4","Dist7","Nested"
"2816","Dist4","Dist8","Quasi-Nested"
"2817","Dist1","Dist1","Random"
"2818","Dist1","Dist2","Clementsian"
"2819","Dist1","Dist3","Quasi-Nested"
"2820","Dist1","Dist4","Quasi-Nested"
"2821","Dist1","Dist5","Random"
"2822","Dist1","Dist6","Gleasonian"
"2823","Dist1","Dist7","Quasi-Clementsian"
"2824","Dist1","Dist8","Nested"
"2825","Dist2","Dist1","Clementsian"
"2826","Dist2","Dist2","Clementsian"
"2827","Dist2","Dist3","Random"
"2828","Dist2","Dist4","Quasi-Clementsian"
"2829","Dist2","Dist5","Clementsian"
"2830","Dist2","Dist6","Clementsian"
"2831","Dist2","Dist7","Nested"
"2832","Dist2","Dist8","Random"
"2833","Dist3","Dist1","Random"
"2834","Dist3","Dist2","Gleasonian"
"2835","Dist3","Dist3","Clementsian"
"2836","Dist3","Dist4","Clementsian"
"2837","Dist3","Dist5","Random"
"2838","Dist3","Dist6","Clementsian"
"2839","Dist3","Dist7","Random"
"2840","Dist3","Dist8","Quasi-Nested"
"2841","Dist4","Dist1","Gleasonian"
"2842","Dist4","Dist2","Clementsian"
"2843","Dist4","Dist3","Quasi-Nested"
"2844","Dist4","Dist4","Quasi-Nested"
"2845","Dist4","Dist5","Clementsian"
"2846","Dist4","Dist6","Clementsian"
"2847","Dist4","Dist7","Nested"
"2848","Dist4","Dist8","Quasi-Clementsian"
"2849","Dist1","Dist1","Random"
"2850","Dist1","Dist2","Clementsian"
"2851","Dist1","Dist3","Random"
"2852","Dist1","Dist4","Quasi-Clementsian"
"2853","Dist1","Dist5","Random"
"2854","Dist1","Dist6","Random"
"2855","Dist1","Dist7","Random"
"2856","Dist1","Dist8","Random"
"2857","Dist2","Dist1","Random"
"2858","Dist2","Dist2","Clementsian"
"2859","Dist2","Dist3","Random"
"2860","Dist2","Dist4","Quasi-Clementsian"
"2861","Dist2","Dist5","Random"
"2862","Dist2","Dist6","Clementsian"
"2863","Dist2","Dist7","Clementsian"
"2864","Dist2","Dist8","Quasi-Nested"
"2865","Dist3","Dist1","Random"
"2866","Dist3","Dist2","Gleasonian"
"2867","Dist3","Dist3","Quasi-Clementsian"
"2868","Dist3","Dist4","Quasi-Nested"
"2869","Dist3","Dist5","Random"
"2870","Dist3","Dist6","Clementsian"
"2871","Dist3","Dist7","Random"
"2872","Dist3","Dist8","Nested"
"2873","Dist4","Dist1","Gleasonian"
"2874","Dist4","Dist2","Clementsian"
"2875","Dist4","Dist3","Nested"
"2876","Dist4","Dist4","Quasi-Nested"
"2877","Dist4","Dist5","Random"
"2878","Dist4","Dist6","Clementsian"
"2879","Dist4","Dist7","Quasi-Nested"
"2880","Dist4","Dist8","Quasi-Nested"
"2881","Dist1","Dist1","Random"
"2882","Dist1","Dist2","Gleasonian"
"2883","Dist1","Dist3","Random"
"2884","Dist1","Dist4","Quasi-Nested"
"2885","Dist1","Dist5","Random"
"2886","Dist1","Dist6","Clementsian"
"2887","Dist1","Dist7","Random"
"2888","Dist1","Dist8","Quasi-Nested"
"2889","Dist2","Dist1","Random"
"2890","Dist2","Dist2","Clementsian"
"2891","Dist2","Dist3","Nested"
"2892","Dist2","Dist4","Quasi-Clementsian"
"2893","Dist2","Dist5","Random"
"2894","Dist2","Dist6","Gleasonian"
"2895","Dist2","Dist7","Nested"
"2896","Dist2","Dist8","Quasi-Nested"
"2897","Dist3","Dist1","Random"
"2898","Dist3","Dist2","Gleasonian"
"2899","Dist3","Dist3","Quasi-Clementsian"
"2900","Dist3","Dist4","Quasi-Nested"
"2901","Dist3","Dist5","Random"
"2902","Dist3","Dist6","Clementsian"
"2903","Dist3","Dist7","Quasi-Nested"
"2904","Dist3","Dist8","Quasi-Clementsian"
"2905","Dist4","Dist1","Gleasonian"
"2906","Dist4","Dist2","Clementsian"
"2907","Dist4","Dist3","Quasi-Nested"
"2908","Dist4","Dist4","Clementsian"
"2909","Dist4","Dist5","Clementsian"
"2910","Dist4","Dist6","Clementsian"
"2911","Dist4","Dist7","Quasi-Nested"
"2912","Dist4","Dist8","Quasi-Nested"
"2913","Dist1","Dist1","Random"
"2914","Dist1","Dist2","Clementsian"
"2915","Dist1","Dist3","Quasi-Nested"
"2916","Dist1","Dist4","Random"
"2917","Dist1","Dist5","Random"
"2918","Dist1","Dist6","Clementsian"
"2919","Dist1","Dist7","Nested"
"2920","Dist1","Dist8","Quasi-Nested"
"2921","Dist2","Dist1","Quasi-Clementsian"
"2922","Dist2","Dist2","Clementsian"
"2923","Dist2","Dist3","Clementsian"
"2924","Dist2","Dist4","Quasi-Nested"
"2925","Dist2","Dist5","Random"
"2926","Dist2","Dist6","Gleasonian"
"2927","Dist2","Dist7","Quasi-Nested"
"2928","Dist2","Dist8","Quasi-Clementsian"
"2929","Dist3","Dist1","Random"
"2930","Dist3","Dist2","Clementsian"
"2931","Dist3","Dist3","Quasi-Nested"
"2932","Dist3","Dist4","Quasi-Clementsian"
"2933","Dist3","Dist5","Random"
"2934","Dist3","Dist6","Gleasonian"
"2935","Dist3","Dist7","Random"
"2936","Dist3","Dist8","Quasi-Clementsian"
"2937","Dist4","Dist1","Clementsian"
"2938","Dist4","Dist2","Clementsian"
"2939","Dist4","Dist3","Quasi-Nested"
"2940","Dist4","Dist4","Random"
"2941","Dist4","Dist5","Clementsian"
"2942","Dist4","Dist6","Clementsian"
"2943","Dist4","Dist7","Quasi-Clementsian"
"2944","Dist4","Dist8","Quasi-Nested"
"2945","Dist1","Dist1","Random"
"2946","Dist1","Dist2","Clementsian"
"2947","Dist1","Dist3","Random"
"2948","Dist1","Dist4","Quasi-Clementsian"
"2949","Dist1","Dist5","Checkerboard"
"2950","Dist1","Dist6","Clementsian"
"2951","Dist1","Dist7","Quasi-Nested"
"2952","Dist1","Dist8","Quasi-Nested"
"2953","Dist2","Dist1","Clementsian"
"2954","Dist2","Dist2","Clementsian"
"2955","Dist2","Dist3","Nested"
"2956","Dist2","Dist4","Quasi-Nested"
"2957","Dist2","Dist5","Random"
"2958","Dist2","Dist6","Gleasonian"
"2959","Dist2","Dist7","Quasi-Clementsian"
"2960","Dist2","Dist8","Quasi-Clementsian"
"2961","Dist3","Dist1","Random"
"2962","Dist3","Dist2","Clementsian"
"2963","Dist3","Dist3","Quasi-Clementsian"
"2964","Dist3","Dist4","Quasi-Nested"
"2965","Dist3","Dist5","Random"
"2966","Dist3","Dist6","Clementsian"
"2967","Dist3","Dist7","Random"
"2968","Dist3","Dist8","Nested"
"2969","Dist4","Dist1","EvenSpaced"
"2970","Dist4","Dist2","Clementsian"
"2971","Dist4","Dist3","Quasi-Nested"
"2972","Dist4","Dist4","Quasi-Nested"
"2973","Dist4","Dist5","Random"
"2974","Dist4","Dist6","Clementsian"
"2975","Dist4","Dist7","Nested"
"2976","Dist4","Dist8","Quasi-Nested"
"2977","Dist1","Dist1","Random"
"2978","Dist1","Dist2","Gleasonian"
"2979","Dist1","Dist3","Random"
"2980","Dist1","Dist4","Random"
"2981","Dist1","Dist5","Random"
"2982","Dist1","Dist6","Clementsian"
"2983","Dist1","Dist7","Clementsian"
"2984","Dist1","Dist8","Quasi-Clementsian"
"2985","Dist2","Dist1","Random"
"2986","Dist2","Dist2","Clementsian"
"2987","Dist2","Dist3","Quasi-Clementsian"
"2988","Dist2","Dist4","Quasi-Clementsian"
"2989","Dist2","Dist5","Random"
"2990","Dist2","Dist6","Gleasonian"
"2991","Dist2","Dist7","Quasi-Nested"
"2992","Dist2","Dist8","Quasi-Clementsian"
"2993","Dist3","Dist1","Random"
"2994","Dist3","Dist2","Clementsian"
"2995","Dist3","Dist3","Random"
"2996","Dist3","Dist4","Quasi-Nested"
"2997","Dist3","Dist5","Random"
"2998","Dist3","Dist6","Quasi-Clementsian"
"2999","Dist3","Dist7","Random"
"3000","Dist3","Dist8","Quasi-Nested"
"3001","Dist4","Dist1","Gleasonian"
"3002","Dist4","Dist2","Clementsian"
"3003","Dist4","Dist3","Quasi-Clementsian"
"3004","Dist4","Dist4","Quasi-Nested"
"3005","Dist4","Dist5","Clementsian"
"3006","Dist4","Dist6","Clementsian"
"3007","Dist4","Dist7","Nested"
"3008","Dist4","Dist8","Quasi-Clementsian"
"3009","Dist1","Dist1","Random"
"3010","Dist1","Dist2","Gleasonian"
"3011","Dist1","Dist3","Quasi-Nested"
"3012","Dist1","Dist4","Clementsian"
"3013","Dist1","Dist5","Random"
"3014","Dist1","Dist6","Random"
"3015","Dist1","Dist7","Random"
"3016","Dist1","Dist8","Quasi-Clementsian"
"3017","Dist2","Dist1","Random"
"3018","Dist2","Dist2","Clementsian"
"3019","Dist2","Dist3","Random"
"3020","Dist2","Dist4","Quasi-Clementsian"
"3021","Dist2","Dist5","Random"
"3022","Dist2","Dist6","Clementsian"
"3023","Dist2","Dist7","Random"
"3024","Dist2","Dist8","Quasi-Nested"
"3025","Dist3","Dist1","Random"
"3026","Dist3","Dist2","Gleasonian"
"3027","Dist3","Dist3","Random"
"3028","Dist3","Dist4","Random"
"3029","Dist3","Dist5","Random"
"3030","Dist3","Dist6","Gleasonian"
"3031","Dist3","Dist7","Random"
"3032","Dist3","Dist8","Quasi-Nested"
"3033","Dist4","Dist1","Gleasonian"
"3034","Dist4","Dist2","Clementsian"
"3035","Dist4","Dist3","Nested"
"3036","Dist4","Dist4","Quasi-Nested"
"3037","Dist4","Dist5","Random"
"3038","Dist4","Dist6","Clementsian"
"3039","Dist4","Dist7","Quasi-Clementsian"
"3040","Dist4","Dist8","Nested"
"3041","Dist1","Dist1","Random"
"3042","Dist1","Dist2","Gleasonian"
"3043","Dist1","Dist3","Random"
"3044","Dist1","Dist4","Quasi-Clementsian"
"3045","Dist1","Dist5","Random"
"3046","Dist1","Dist6","Gleasonian"
"3047","Dist1","Dist7","Random"
"3048","Dist1","Dist8","Quasi-Nested"
"3049","Dist2","Dist1","Clementsian"
"3050","Dist2","Dist2","Clementsian"
"3051","Dist2","Dist3","Clementsian"
"3052","Dist2","Dist4","Quasi-Nested"
"3053","Dist2","Dist5","Clementsian"
"3054","Dist2","Dist6","Clementsian"
"3055","Dist2","Dist7","Random"
"3056","Dist2","Dist8","Quasi-Nested"
"3057","Dist3","Dist1","Random"
"3058","Dist3","Dist2","Clementsian"
"3059","Dist3","Dist3","Random"
"3060","Dist3","Dist4","Quasi-Nested"
"3061","Dist3","Dist5","Random"
"3062","Dist3","Dist6","Gleasonian"
"3063","Dist3","Dist7","Quasi-Nested"
"3064","Dist3","Dist8","Nested"
"3065","Dist4","Dist1","Gleasonian"
"3066","Dist4","Dist2","Clementsian"
"3067","Dist4","Dist3","Nested"
"3068","Dist4","Dist4","Clementsian"
"3069","Dist4","Dist5","Clementsian"
"3070","Dist4","Dist6","Clementsian"
"3071","Dist4","Dist7","Quasi-Nested"
"3072","Dist4","Dist8","Quasi-Nested"
"3073","Dist1","Dist1","Random"
"3074","Dist1","Dist2","Gleasonian"
"3075","Dist1","Dist3","Quasi-Nested"
"3076","Dist1","Dist4","Quasi-Nested"
"3077","Dist1","Dist5","Random"
"3078","Dist1","Dist6","Clementsian"
"3079","Dist1","Dist7","Random"
"3080","Dist1","Dist8","Quasi-Clementsian"
"3081","Dist2","Dist1","Random"
"3082","Dist2","Dist2","Clementsian"
"3083","Dist2","Dist3","Quasi-Nested"
"3084","Dist2","Dist4","Random"
"3085","Dist2","Dist5","Random"
"3086","Dist2","Dist6","Gleasonian"
"3087","Dist2","Dist7","Nested"
"3088","Dist2","Dist8","Quasi-Nested"
"3089","Dist3","Dist1","Random"
"3090","Dist3","Dist2","Clementsian"
"3091","Dist3","Dist3","Quasi-Nested"
"3092","Dist3","Dist4","Random"
"3093","Dist3","Dist5","Random"
"3094","Dist3","Dist6","Random"
"3095","Dist3","Dist7","Random"
"3096","Dist3","Dist8","Quasi-Nested"
"3097","Dist4","Dist1","Clementsian"
"3098","Dist4","Dist2","Clementsian"
"3099","Dist4","Dist3","Quasi-Nested"
"3100","Dist4","Dist4","Quasi-Clementsian"
"3101","Dist4","Dist5","Gleasonian"
"3102","Dist4","Dist6","Clementsian"
"3103","Dist4","Dist7","Nested"
"3104","Dist4","Dist8","Quasi-Nested"
"3105","Dist1","Dist1","Random"
"3106","Dist1","Dist2","Clementsian"
"3107","Dist1","Dist3","Quasi-Nested"
"3108","Dist1","Dist4","Random"
"3109","Dist1","Dist5","Random"
"3110","Dist1","Dist6","Clementsian"
"3111","Dist1","Dist7","Random"
"3112","Dist1","Dist8","Quasi-Clementsian"
"3113","Dist2","Dist1","Random"
"3114","Dist2","Dist2","Clementsian"
"3115","Dist2","Dist3","Nested"
"3116","Dist2","Dist4","Quasi-Clementsian"
"3117","Dist2","Dist5","Random"
"3118","Dist2","Dist6","Gleasonian"
"3119","Dist2","Dist7","Random"
"3120","Dist2","Dist8","Nested"
"3121","Dist3","Dist1","Random"
"3122","Dist3","Dist2","Clementsian"
"3123","Dist3","Dist3","Quasi-Nested"
"3124","Dist3","Dist4","Quasi-Clementsian"
"3125","Dist3","Dist5","Random"
"3126","Dist3","Dist6","Clementsian"
"3127","Dist3","Dist7","Random"
"3128","Dist3","Dist8","Quasi-Nested"
"3129","Dist4","Dist1","Clementsian"
"3130","Dist4","Dist2","Clementsian"
"3131","Dist4","Dist3","Quasi-Clementsian"
"3132","Dist4","Dist4","Quasi-Nested"
"3133","Dist4","Dist5","Random"
"3134","Dist4","Dist6","Clementsian"
"3135","Dist4","Dist7","Nested"
"3136","Dist4","Dist8","Nested"
"3137","Dist1","Dist1","Random"
"3138","Dist1","Dist2","Gleasonian"
"3139","Dist1","Dist3","Random"
"3140","Dist1","Dist4","Quasi-Clementsian"
"3141","Dist1","Dist5","Random"
"3142","Dist1","Dist6","Random"
"3143","Dist1","Dist7","Random"
"3144","Dist1","Dist8","Nested"
"3145","Dist2","Dist1","Gleasonian"
"3146","Dist2","Dist2","Clementsian"
"3147","Dist2","Dist3","Nested"
"3148","Dist2","Dist4","Quasi-Clementsian"
"3149","Dist2","Dist5","Random"
"3150","Dist2","Dist6","Gleasonian"
"3151","Dist2","Dist7","Quasi-Clementsian"
"3152","Dist2","Dist8","Random"
"3153","Dist3","Dist1","Random"
"3154","Dist3","Dist2","Clementsian"
"3155","Dist3","Dist3","Quasi-Nested"
"3156","Dist3","Dist4","Random"
"3157","Dist3","Dist5","Random"
"3158","Dist3","Dist6","Random"
"3159","Dist3","Dist7","Quasi-Nested"
"3160","Dist3","Dist8","Quasi-Nested"
"3161","Dist4","Dist1","Clementsian"
"3162","Dist4","Dist2","Clementsian"
"3163","Dist4","Dist3","Nested"
"3164","Dist4","Dist4","Random"
"3165","Dist4","Dist5","Random"
"3166","Dist4","Dist6","Clementsian"
"3167","Dist4","Dist7","Quasi-Nested"
"3168","Dist4","Dist8","Random"
"3169","Dist1","Dist1","Random"
"3170","Dist1","Dist2","Clementsian"
"3171","Dist1","Dist3","Random"
"3172","Dist1","Dist4","Nested"
"3173","Dist1","Dist5","Random"
"3174","Dist1","Dist6","Gleasonian"
"3175","Dist1","Dist7","Random"
"3176","Dist1","Dist8","Nested"
"3177","Dist2","Dist1","Random"
"3178","Dist2","Dist2","Clementsian"
"3179","Dist2","Dist3","Random"
"3180","Dist2","Dist4","Quasi-Clementsian"
"3181","Dist2","Dist5","Random"
"3182","Dist2","Dist6","Gleasonian"
"3183","Dist2","Dist7","Quasi-Nested"
"3184","Dist2","Dist8","Quasi-Nested"
"3185","Dist3","Dist1","Random"
"3186","Dist3","Dist2","Gleasonian"
"3187","Dist3","Dist3","Random"
"3188","Dist3","Dist4","Quasi-Nested"
"3189","Dist3","Dist5","Random"
"3190","Dist3","Dist6","Gleasonian"
"3191","Dist3","Dist7","Quasi-Clementsian"
"3192","Dist3","Dist8","Quasi-Nested"
"3193","Dist4","Dist1","Gleasonian"
"3194","Dist4","Dist2","Clementsian"
"3195","Dist4","Dist3","Quasi-Nested"
"3196","Dist4","Dist4","Random"
"3197","Dist4","Dist5","Random"
"3198","Dist4","Dist6","Clementsian"
"3199","Dist4","Dist7","Quasi-Clementsian"
"3200","Dist4","Dist8","Quasi-Clementsian"
"3201","Dist1","Dist1","Random"
"3202","Dist1","Dist2","Gleasonian"
"3203","Dist1","Dist3","Checkerboard"
"3204","Dist1","Dist4","Nested"
"3205","Dist1","Dist5","Random"
"3206","Dist1","Dist6","Random"
"3207","Dist1","Dist7","Random"
"3208","Dist1","Dist8","Quasi-Nested"
"3209","Dist2","Dist1","Random"
"3210","Dist2","Dist2","Clementsian"
"3211","Dist2","Dist3","Random"
"3212","Dist2","Dist4","Quasi-Nested"
"3213","Dist2","Dist5","Random"
"3214","Dist2","Dist6","Gleasonian"
"3215","Dist2","Dist7","Quasi-Nested"
"3216","Dist2","Dist8","Quasi-Nested"
"3217","Dist3","Dist1","Random"
"3218","Dist3","Dist2","Clementsian"
"3219","Dist3","Dist3","Random"
"3220","Dist3","Dist4","Random"
"3221","Dist3","Dist5","Random"
"3222","Dist3","Dist6","Gleasonian"
"3223","Dist3","Dist7","Random"
"3224","Dist3","Dist8","Random"
"3225","Dist4","Dist1","Gleasonian"
"3226","Dist4","Dist2","Clementsian"
"3227","Dist4","Dist3","Quasi-Nested"
"3228","Dist4","Dist4","Quasi-Nested"
"3229","Dist4","Dist5","Clementsian"
